TransactionID,TxnDate,AccountNumber,AccountName,Debit,Credit,Amount,Dept,CostCenter,Description
TXN02585,2021-12-09 00:00:00.000000,6100.0,Rent Expense,15557,0,15557,Finance,CC002,Rent Expense transaction
TXN03631,2021-07-24 00:00:00.000000,6400.0,Travel Expense,25214,0,25214,Finance,CC005,Travel Expense transaction
TXN04120,2022-07-15 00:00:00.000000,6200.0,Marketing Expense,28987,0,28987,IT,CC004,Marketing Expense transaction
TXN00297,2022-07-12 00:00:00.000000,1000.0,Cash,24341,0,24341,Admin,CC004,Cash transaction
TXN02101,2021-04-01 00:00:00.000000,6100.0,Rent Expense,28131,0,28131,Operations,CC005,Rent Expense transaction
TXN01785,2022-02-03 00:00:00.000000,4000.0,Revenue - Product Sales,0,22801,-22801,Admin,CC002,Revenue - Product Sales transaction
TXN02395,2021-08-08 00:00:00.000000,2000.0,Accounts Payable,34038,0,34038,IT,CC004,Accounts Payable transaction
TXN00394,2021-05-24 00:00:00.000000,6000.0,Salaries Expense,4032,0,4032,Sales,CC005,Salaries Expense transaction
TXN01570,2021-06-13 00:00:00.000000,6200.0,Marketing Expense,9608,0,9608,Finance,CC004,Marketing Expense transaction
TXN00682,2022-08-06 00:00:00.000000,4100.0,Revenue - Service Sales,0,28366,-28366,IT,CC005,Revenue - Service Sales transaction
TXN02723,2021-05-26 00:00:00.000000,6000.0,Salaries Expense,14752,0,14752,Sales,CC004,Salaries Expense transaction
TXN02358,2021-07-31 00:00:00.000000,4100.0,Revenue - Service Sales,0,46276,-46276,Admin,CC004,Revenue - Service Sales transaction
TXN03925,2023-11-25 00:00:00.000000,1100.0,Accounts Receivable,49676,0,49676,Sales,CC004,Accounts Receivable transaction
TXN02330,2023-02-18 00:00:00.000000,5100.0,COGS - Labor,19240,0,19240,Operations,CC001,COGS - Labor transaction
TXN03348,2021-04-26 00:00:00.000000,5200.0,COGS - Overhead,16474,0,16474,Admin,CC005,COGS - Overhead transaction
TXN02896,2021-06-26 00:00:00.000000,5000.0,COGS - Materials,26540,0,26540,Finance,CC003,COGS - Materials transaction
TXN00080,2022-03-12 00:00:00.000000,2500.0,Long-term Debt,0,33531,-33531,IT,CC004,Long-term Debt transaction
TXN00743,2021-05-27 00:00:00.000000,2500.0,Long-term Debt,12503,0,12503,Operations,CC001,Long-term Debt transaction
TXN02654,2023-04-06 00:00:00.000000,4200.0,Revenue - Other,0,11048,-11048,IT,CC003,Revenue - Other transaction
TXN00200,2022-05-25 00:00:00.000000,2000.0,Accounts Payable,0,23112,-23112,Operations,CC003,Accounts Payable transaction
TXN04544,2021-02-23 00:00:00.000000,1000.0,Cash,0,58602,-58602,Operations,CC001,Cash transaction
TXN05009,2023-05-30 00:00:00.000000,2000.0,Accounts Payable,0,34836,-34836,Finance,CC005,Accounts Payable transaction
TXN00430,2022-04-27 00:00:00.000000,5000.0,COGS - Materials,25409,0,25409,Sales,CC005,COGS - Materials transaction
TXN03559,2022-04-05 00:00:00.000000,2100.0,Accrued Expenses,3208,0,3208,Operations,CC001,Accrued Expenses transaction
TXN04852,2023-07-06 00:00:00.000000,5200.0,COGS - Overhead,13358,0,13358,Sales,CC001,COGS - Overhead transaction
TXN00180,2022-03-15 00:00:00.000000,6200.0,Marketing Expense,4843,0,4843,Finance,CC003,Marketing Expense transaction
TXN00066,2023-08-05 00:00:00.000000,4100.0,Revenue - Service Sales,0,10527,-10527,Sales,CC005,Revenue - Service Sales transaction
TXN04282,,6000.0,Salaries Expense,26236,0,26236,Admin,CC002,Salaries Expense transaction
TXN04859,2021-10-04 00:00:00.000000,5000.0,COGS - Materials,18766,0,18766,Sales,CC005,COGS - Materials transaction
TXN00765,2021-02-12 00:00:00.000000,4100.0,Revenue - Service Sales,0,20327,-20327,IT,CC004,Revenue - Service Sales transaction
TXN02590,2021-03-08 00:00:00.000000,1200.0,Inventory,0,30001,-30001,IT,CC005,Inventory transaction
TXN05022,2023-01-17 00:00:00.000000,5100.0,COGS - Labor,7669,0,7669,Admin,CC004,COGS - Labor transaction
TXN04323,2022-02-15 00:00:00.000000,4100.0,Revenue - Service Sales,0,35791,-35791,Admin,CC005,Revenue - Service Sales transaction
TXN00882,2023-04-20 00:00:00.000000,6000.0,Salaries Expense,14985,0,14985,Sales,CC005,Salaries Expense transaction
TXN01169,2022-07-25 00:00:00.000000,1000.0,Cash,0,20500,-20500,IT,CC003,Cash transaction
TXN04507,2023-08-08 00:00:00.000000,2500.0,Long-term Debt,0,8724,-8724,Operations,CC003,Long-term Debt transaction
TXN03041,2021-05-05 00:00:00.000000,1500.0,PP&E,26196,0,26196,Operations,CC005,PP&E transaction
TXN02171,2021-08-29 00:00:00.000000,6100.0,Rent Expense,24096,0,24096,Admin,CC005,Rent Expense transaction
TXN03738,2021-04-22 00:00:00.000000,5200.0,COGS - Overhead,7352,0,7352,Admin,CC003,COGS - Overhead transaction
TXN01913,2021-04-18 00:00:00.000000,2000.0,Accounts Payable,0,6276,-6276,IT,CC001,Accounts Payable transaction
TXN00030,2021-07-29 00:00:00.000000,6500.0,Depreciation,0,13057,-13057,IT,CC004,Depreciation transaction
TXN00585,2023-11-03 00:00:00.000000,1200.0,Inventory,12767,0,12767,IT,CC001,Inventory transaction
TXN00473,2023-12-04 00:00:00.000000,1100.0,Accounts Receivable,18493,0,18493,Operations,CC003,Accounts Receivable transaction
TXN00492,2023-04-30 00:00:00.000000,1500.0,PP&E,35961,0,35961,Sales,CC003,PP&E transaction
TXN02975,2021-11-19 00:00:00.000000,6000.0,Salaries Expense,12339,0,12339,IT,CC004,Salaries Expense transaction
TXN02122,2021-12-25 00:00:00.000000,6500.0,Depreciation,0,16813,-16813,IT,CC004,Depreciation transaction
TXN02878,2023-05-03 00:00:00.000000,5100.0,COGS - Labor,2231,0,2231,Finance,CC002,COGS - Labor transaction
TXN00554,2021-02-11 00:00:00.000000,2500.0,Long-term Debt,0,44459,-44459,Finance,CC001,Long-term Debt transaction
TXN00799,2023-08-05 00:00:00.000000,6000.0,Salaries Expense,10496,0,10496,IT,CC002,Salaries Expense transaction
TXN01171,2023-05-29 00:00:00.000000,5200.0,COGS - Overhead,15553,0,15553,Operations,CC002,COGS - Overhead transaction
TXN00725,2023-07-12 00:00:00.000000,2000.0,Accounts Payable,0,21860,-21860,Admin,CC003,Accounts Payable transaction
TXN02488,2023-09-17 00:00:00.000000,4000.0,Revenue - Product Sales,0,2062,-2062,Sales,CC003,Revenue - Product Sales transaction
TXN01213,2021-08-22 00:00:00.000000,6500.0,Depreciation,10132,0,10132,Operations,CC005,Depreciation transaction
TXN01434,2021-11-25 00:00:00.000000,2000.0,Accounts Payable,0,11964,-11964,Sales,CC001,Accounts Payable transaction
TXN03198,2023-06-09 00:00:00.000000,2100.0,Accrued Expenses,5214,0,5214,Operations,CC002,Accrued Expenses transaction
TXN01182,2021-10-21 00:00:00.000000,4000.0,Revenue - Product Sales,0,7969,-7969,Finance,CC003,Revenue - Product Sales transaction
TXN00024,2023-05-16 00:00:00.000000,6300.0,IT Expense,15016,0,15016,Admin,CC002,IT Expense transaction
TXN02260,2022-06-01 00:00:00.000000,2000.0,Accounts Payable,0,19861,-19861,Operations,CC005,Accounts Payable transaction
TXN03989,2022-03-27 00:00:00.000000,6200.0,Marketing Expense,19353,0,19353,Finance,CC001,Marketing Expense transaction
TXN00169,2021-05-26 00:00:00.000000,4200.0,Revenue - Other,0,17071,-17071,IT,CC001,Revenue - Other transaction
TXN03606,2022-08-28 00:00:00.000000,4200.0,Revenue - Other,0,3179,-3179,Sales,CC004,Revenue - Other transaction
TXN01593,2021-03-13 00:00:00.000000,6000.0,Salaries Expense,13889,0,13889,Sales,CC005,Salaries Expense transaction
TXN02987,2022-09-05 00:00:00.000000,5100.0,COGS - Labor,13851,0,13851,Sales,CC002,COGS - Labor transaction
TXN04565,2022-10-29 00:00:00.000000,6000.0,Salaries Expense,7347,0,7347,Operations,CC002,Salaries Expense transaction
TXN04222,2023-12-22 00:00:00.000000,5200.0,COGS - Overhead,9371,0,9371,Admin,CC002,COGS - Overhead transaction
TXN00228,2022-06-28 00:00:00.000000,4100.0,Revenue - Service Sales,0,42436,-42436,Sales,CC003,Revenue - Service Sales transaction
TXN01421,2023-05-08 00:00:00.000000,1000.0,Cash,0,51596,-51596,Admin,CC004,Cash transaction
TXN04196,2023-02-14 00:00:00.000000,2500.0,Long-term Debt,0,21774,-21774,Sales,CC005,Long-term Debt transaction
TXN02747,2021-06-27 00:00:00.000000,6100.0,Rent Expense,2662,0,2662,Admin,CC002,Rent Expense transaction
TXN01533,2021-03-31 00:00:00.000000,4000.0,Revenue - Product Sales,0,15681,-15681,Admin,CC003,Revenue - Product Sales transaction
TXN03917,2021-03-23 00:00:00.000000,5100.0,COGS - Labor,10876,0,10876,Finance,CC001,COGS - Labor transaction
TXN04326,2021-05-21 00:00:00.000000,6000.0,Salaries Expense,13986,0,13986,Admin,CC002,Salaries Expense transaction
TXN00843,2023-04-30 00:00:00.000000,2500.0,Long-term Debt,0,26617,-26617,Operations,CC004,Long-term Debt transaction
TXN01306,2022-07-17 00:00:00.000000,1100.0,Accounts Receivable,0,42556,-42556,Finance,CC001,Accounts Receivable transaction
TXN00241,2021-04-13 00:00:00.000000,4200.0,Revenue - Other,0,3416,-3416,Operations,CC004,Revenue - Other transaction
TXN00085,2022-06-27 00:00:00.000000,6000.0,Salaries Expense,870,0,870,Operations,CC003,Salaries Expense transaction
TXN03165,2023-03-02 00:00:00.000000,6300.0,IT Expense,9818,0,9818,Finance,CC005,IT Expense transaction
TXN00808,2022-02-21 00:00:00.000000,4200.0,Revenue - Other,0,11972,-11972,Finance,CC004,Revenue - Other transaction
TXN04775,2021-08-15 00:00:00.000000,6400.0,Travel Expense,28366,0,28366,IT,CC001,Travel Expense transaction
TXN02751,2023-02-26 00:00:00.000000,4200.0,Revenue - Other,0,24347,-24347,Sales,CC003,Revenue - Other transaction
TXN01361,2021-10-17 00:00:00.000000,2000.0,Accounts Payable,0,17584,-17584,Admin,CC005,Accounts Payable transaction
TXN00706,2023-02-19 00:00:00.000000,1000.0,Cash,0,15955,-15955,Operations,CC005,Cash transaction
TXN03913,2022-12-10 00:00:00.000000,6200.0,Marketing Expense,2139,0,2139,IT,CC003,Marketing Expense transaction
TXN00928,2023-08-03 00:00:00.000000,1000.0,Cash,56119,0,56119,Admin,CC005,Cash transaction
TXN00747,2022-08-15 00:00:00.000000,1200.0,Inventory,1128,0,1128,Sales,CC003,Inventory transaction
TXN02460,2021-01-22 00:00:00.000000,6000.0,Salaries Expense,26778,0,26778,Admin,CC001,Salaries Expense transaction
TXN00158,2023-11-26 00:00:00.000000,4000.0,Revenue - Product Sales,0,5701,-5701,Sales,CC002,Revenue - Product Sales transaction
TXN01331,2023-07-12 00:00:00.000000,6100.0,Rent Expense,21881,0,21881,Operations,CC003,Rent Expense transaction
TXN03258,2021-05-05 00:00:00.000000,4000.0,Revenue - Product Sales,0,17997,-17997,Sales,CC002,Revenue - Product Sales transaction
TXN01271,2023-03-22 00:00:00.000000,1000.0,Cash,20836,0,20836,Sales,CC002,Cash transaction
TXN04399,2023-10-06 00:00:00.000000,4100.0,Revenue - Service Sales,0,47862,-47862,Operations,CC004,Revenue - Service Sales transaction
TXN02993,,4000.0,Revenue - Product Sales,0,47835,-47835,IT,CC003,Revenue - Product Sales transaction
TXN01039,2023-06-28 00:00:00.000000,2100.0,Accrued Expenses,8913,0,8913,Sales,CC001,Accrued Expenses transaction
TXN04980,2023-07-11 00:00:00.000000,4200.0,Revenue - Other,0,30663,-30663,Sales,CC002,Revenue - Other transaction
TXN03448,2021-03-14 00:00:00.000000,4200.0,Revenue - Other,0,40763,-40763,IT,CC002,Revenue - Other transaction
TXN00764,2022-04-14 00:00:00.000000,1100.0,Accounts Receivable,0,5311,-5311,Sales,CC005,Accounts Receivable transaction
TXN01445,2023-04-30 00:00:00.000000,1000.0,Cash,0,77320,-77320,Admin,CC003,Cash transaction
TXN03806,2022-03-22 00:00:00.000000,5100.0,COGS - Labor,24386,0,24386,Sales,CC002,COGS - Labor transaction
TXN01594,2021-09-16 00:00:00.000000,4200.0,Revenue - Other,0,19117,-19117,Finance,CC005,Revenue - Other transaction
TXN01042,2023-01-13 00:00:00.000000,6100.0,Rent Expense,10350,0,10350,Sales,CC005,Rent Expense transaction
TXN01104,2023-05-24 00:00:00.000000,4000.0,Revenue - Product Sales,0,24542,-24542,Operations,CC001,Revenue - Product Sales transaction
TXN02120,2022-07-18 00:00:00.000000,1200.0,Inventory,28912,0,28912,IT,CC003,Inventory transaction
TXN04232,2023-09-05 00:00:00.000000,5000.0,COGS - Materials,17984,0,17984,Finance,CC001,COGS - Materials transaction
TXN01627,2022-02-14 00:00:00.000000,2500.0,Long-term Debt,44640,0,44640,Admin,CC003,Long-term Debt transaction
TXN03544,2022-08-19 00:00:00.000000,5200.0,COGS - Overhead,28150,0,28150,IT,CC001,COGS - Overhead transaction
TXN03919,2023-02-21 00:00:00.000000,6300.0,IT Expense,23850,0,23850,Admin,CC005,IT Expense transaction
TXN02860,2021-08-25 00:00:00.000000,1200.0,Inventory,15786,0,15786,Sales,CC001,Inventory transaction
TXN03959,2021-05-25 00:00:00.000000,6300.0,IT Expense,22260,0,22260,Operations,CC001,IT Expense transaction
TXN04155,2021-08-21 00:00:00.000000,2100.0,Accrued Expenses,28727,0,28727,IT,CC004,Accrued Expenses transaction
TXN02521,2021-01-10 00:00:00.000000,1500.0,PP&E,27301,0,27301,Operations,CC002,PP&E transaction
TXN04951,2023-04-28 00:00:00.000000,2000.0,Accounts Payable,0,10263,-10263,Operations,CC002,Accounts Payable transaction
TXN04622,2022-07-05 00:00:00.000000,1200.0,Inventory,0,21162,-21162,Admin,CC001,Inventory transaction
TXN03684,2023-12-11 00:00:00.000000,6000.0,Salaries Expense,4383,0,4383,IT,CC004,Salaries Expense transaction
TXN03910,2023-08-31 00:00:00.000000,5000.0,COGS - Materials,27753,0,27753,IT,CC004,COGS - Materials transaction
TXN01145,2023-06-04 00:00:00.000000,2000.0,Accounts Payable,2433,0,2433,Admin,CC002,Accounts Payable transaction
TXN04065,2022-06-24 00:00:00.000000,4000.0,Revenue - Product Sales,0,43836,-43836,Sales,CC005,Revenue - Product Sales transaction
TXN04968,,6400.0,Travel Expense,11240,0,11240,Admin,CC004,Travel Expense transaction
TXN01621,2022-06-21 00:00:00.000000,6100.0,Rent Expense,15436,0,15436,Admin,CC001,Rent Expense transaction
TXN04589,2021-01-01 00:00:00.000000,2500.0,Long-term Debt,0,24678,-24678,Operations,CC001,Long-term Debt transaction
TXN01193,2022-11-30 00:00:00.000000,6400.0,Travel Expense,4378,0,4378,Admin,CC001,Travel Expense transaction
TXN01102,2023-09-08 00:00:00.000000,6200.0,Marketing Expense,4061,0,4061,IT,CC004,Marketing Expense transaction
TXN01979,2022-06-19 00:00:00.000000,1500.0,PP&E,0,11690,-11690,IT,CC003,PP&E transaction
TXN04213,2026-03-12 03:03:58.074340,6000.0,Salaries Expense,17298,0,17298,IT,CC001,Salaries Expense transaction
TXN00423,2023-08-28 00:00:00.000000,1500.0,PP&E,44691,0,44691,IT,CC004,PP&E transaction
TXN00590,2021-08-05 00:00:00.000000,5000.0,COGS - Materials,14714,0,14714,Finance,CC001,COGS - Materials transaction
TXN02498,2021-08-24 00:00:00.000000,2500.0,Long-term Debt,0,41647,-41647,IT,CC001,Long-term Debt transaction
TXN02105,2022-03-21 00:00:00.000000,4200.0,Revenue - Other,0,17471,-17471,Finance,CC003,Revenue - Other transaction
TXN00658,2022-01-28 00:00:00.000000,6300.0,IT Expense,19257,0,19257,Sales,CC004,IT Expense transaction
TXN02698,2021-06-18 00:00:00.000000,1500.0,PP&E,0,40746,-40746,Admin,CC001,PP&E transaction
TXN04051,2021-10-03 00:00:00.000000,6200.0,Marketing Expense,18019,0,18019,Admin,CC003,Marketing Expense transaction
TXN04257,2022-07-19 00:00:00.000000,5100.0,COGS - Labor,6518,0,6518,Admin,CC002,COGS - Labor transaction
TXN04744,2022-12-14 00:00:00.000000,1200.0,Inventory,0,41036,-41036,IT,CC001,Inventory transaction
TXN00427,2023-11-22 00:00:00.000000,5000.0,COGS - Materials,24676,0,24676,Sales,CC001,COGS - Materials transaction
TXN04281,2023-03-08 00:00:00.000000,6000.0,Salaries Expense,13379,0,13379,Finance,CC002,Salaries Expense transaction
TXN04818,2023-12-25 00:00:00.000000,4200.0,Revenue - Other,0,36445,-36445,Admin,CC002,Revenue - Other transaction
TXN02908,2022-05-18 00:00:00.000000,6200.0,Marketing Expense,17266,0,17266,Operations,CC003,Marketing Expense transaction
TXN03185,2021-08-03 00:00:00.000000,5100.0,COGS - Labor,28770,0,28770,Finance,CC001,COGS - Labor transaction
TXN01770,2022-07-31 00:00:00.000000,6500.0,Depreciation,0,48742,-48742,Finance,CC005,Depreciation transaction
TXN02657,2023-01-26 00:00:00.000000,1000.0,Cash,0,36244,-36244,Sales,CC001,Cash transaction
TXN03410,2022-12-16 00:00:00.000000,5200.0,COGS - Overhead,25745,0,25745,IT,CC003,COGS - Overhead transaction
TXN04984,2022-03-05 00:00:00.000000,2100.0,Accrued Expenses,20536,0,20536,Finance,CC002,Accrued Expenses transaction
TXN02754,2022-10-07 00:00:00.000000,4200.0,Revenue - Other,0,5157,-5157,Operations,CC002,Revenue - Other transaction
TXN01944,2021-08-08 00:00:00.000000,6100.0,Rent Expense,1417,0,1417,Operations,CC005,Rent Expense transaction
TXN01834,2021-02-24 00:00:00.000000,5000.0,COGS - Materials,15927,0,15927,Finance,CC004,COGS - Materials transaction
TXN00009,2023-05-15 00:00:00.000000,6500.0,Depreciation,0,24290,-24290,Operations,CC005,Depreciation transaction
TXN02928,2022-07-28 00:00:00.000000,6300.0,IT Expense,21197,0,21197,IT,CC002,IT Expense transaction
TXN04141,2021-12-06 00:00:00.000000,,Accrued Expenses,6645,0,6645,Finance,CC004,Accrued Expenses transaction
TXN03361,2021-04-29 00:00:00.000000,2100.0,Accrued Expenses,13611,0,13611,Finance,CC005,Accrued Expenses transaction
TXN00752,2023-04-05 00:00:00.000000,4200.0,Revenue - Other,0,38474,-38474,Sales,CC002,Revenue - Other transaction
TXN03131,2021-12-26 00:00:00.000000,2500.0,Long-term Debt,16467,0,16467,Sales,CC001,Long-term Debt transaction
TXN00145,2021-09-15 00:00:00.000000,6000.0,Salaries Expense,27272,0,27272,Operations,CC005,Salaries Expense transaction
TXN00671,2021-01-29 00:00:00.000000,1200.0,Inventory,9479,0,9479,Finance,CC005,Inventory transaction
TXN02292,2021-04-06 00:00:00.000000,6400.0,Travel Expense,20500,0,20500,Finance,CC005,Travel Expense transaction
TXN03067,2023-08-25 00:00:00.000000,1200.0,Inventory,16326,0,16326,Operations,CC005,Inventory transaction
TXN04296,2023-12-04 00:00:00.000000,2500.0,Long-term Debt,0,38232,-38232,Sales,CC003,Long-term Debt transaction
TXN04181,2023-07-09 00:00:00.000000,1500.0,PP&E,0,32860,-32860,Sales,CC002,PP&E transaction
TXN00152,2022-03-10 00:00:00.000000,6500.0,Depreciation,0,36971,-36971,Sales,CC005,Depreciation transaction
TXN03785,2021-12-29 00:00:00.000000,1000.0,Cash,31851,0,31851,IT,CC002,Cash transaction
TXN03895,2021-05-20 00:00:00.000000,6000.0,Salaries Expense,8811,0,8811,IT,CC004,Salaries Expense transaction
TXN02457,2022-11-11 00:00:00.000000,4100.0,Revenue - Service Sales,0,33599,-33599,IT,CC004,Revenue - Service Sales transaction
TXN01789,2023-03-03 00:00:00.000000,6200.0,Marketing Expense,3251,0,3251,Operations,CC004,Marketing Expense transaction
TXN02448,2021-03-17 00:00:00.000000,6000.0,Salaries Expense,21660,0,21660,Operations,CC004,Salaries Expense transaction
TXN04994,2021-03-31 00:00:00.000000,2000.0,Accounts Payable,0,1928,-1928,IT,CC002,Accounts Payable transaction
TXN04343,2023-10-28 00:00:00.000000,1000.0,Cash,0,95180,-95180,Admin,CC002,Cash transaction
TXN03890,2022-10-13 00:00:00.000000,6000.0,Salaries Expense,7087,0,7087,Operations,CC005,Salaries Expense transaction
TXN00562,2022-06-09 00:00:00.000000,1200.0,Inventory,22293,0,22293,Finance,CC002,Inventory transaction
TXN02433,2023-10-20 00:00:00.000000,1200.0,Inventory,2888,0,2888,Finance,CC004,Inventory transaction
TXN02882,2023-02-03 00:00:00.000000,2100.0,Accrued Expenses,18597,0,18597,Sales,CC003,Accrued Expenses transaction
TXN03467,2022-04-01 00:00:00.000000,6300.0,IT Expense,10805,0,10805,IT,CC005,IT Expense transaction
TXN00417,2022-10-22 00:00:00.000000,5100.0,COGS - Labor,13437,0,13437,IT,CC005,COGS - Labor transaction
TXN00625,2022-01-27 00:00:00.000000,2100.0,Accrued Expenses,9265,0,9265,Operations,CC005,Accrued Expenses transaction
TXN03735,2023-07-24 00:00:00.000000,2000.0,Accounts Payable,0,24348,-24348,Operations,CC001,Accounts Payable transaction
TXN01438,2021-10-29 00:00:00.000000,6300.0,IT Expense,23770,0,23770,Admin,CC005,IT Expense transaction
TXN02437,2022-06-02 00:00:00.000000,,IT Expense,12327,0,12327,IT,CC001,IT Expense transaction
TXN03314,2022-07-19 00:00:00.000000,1100.0,Accounts Receivable,26035,0,26035,Operations,CC002,Accounts Receivable transaction
TXN02656,2022-07-24 00:00:00.000000,5100.0,COGS - Labor,25472,0,25472,Operations,CC001,COGS - Labor transaction
TXN04273,2021-11-28 00:00:00.000000,1100.0,Accounts Receivable,17731,0,17731,IT,CC005,Accounts Receivable transaction
TXN02043,2023-03-22 00:00:00.000000,2500.0,Long-term Debt,0,48482,-48482,Operations,CC002,Long-term Debt transaction
TXN02846,2021-05-11 00:00:00.000000,4100.0,Revenue - Service Sales,0,17807,-17807,Sales,CC005,Revenue - Service Sales transaction
TXN00101,2023-05-15 00:00:00.000000,6100.0,Rent Expense,12676,0,12676,IT,CC003,Rent Expense transaction
TXN03097,2022-04-22 00:00:00.000000,1200.0,Inventory,19015,0,19015,Sales,CC005,Inventory transaction
TXN03670,2023-02-17 00:00:00.000000,6500.0,Depreciation,48045,0,48045,Operations,CC005,Depreciation transaction
TXN03846,2023-11-13 00:00:00.000000,6200.0,Marketing Expense,26241,0,26241,Sales,CC003,Marketing Expense transaction
TXN02226,2021-01-14 00:00:00.000000,1000.0,Cash,0,24772,-24772,Finance,CC001,Cash transaction
TXN00556,2022-05-04 00:00:00.000000,1500.0,PP&E,0,45361,-45361,Admin,CC001,PP&E transaction
TXN04825,2023-05-01 00:00:00.000000,5100.0,COGS - Labor,1092,0,1092,Admin,CC002,COGS - Labor transaction
TXN00677,2022-08-22 00:00:00.000000,6500.0,Depreciation,0,20983,-20983,Admin,CC003,Depreciation transaction
TXN03419,2021-01-16 00:00:00.000000,4200.0,Revenue - Other,0,12591,-12591,Admin,CC001,Revenue - Other transaction
TXN02408,2022-10-19 00:00:00.000000,6400.0,Travel Expense,19034,0,19034,Finance,CC001,Travel Expense transaction
TXN04024,2022-02-09 00:00:00.000000,1000.0,Cash,0,49497,-49497,IT,CC005,Cash transaction
TXN04126,2021-06-09 00:00:00.000000,4100.0,Revenue - Service Sales,0,40950,-40950,Finance,CC005,Revenue - Service Sales transaction
TXN04089,2021-01-22 00:00:00.000000,5100.0,COGS - Labor,21252,0,21252,IT,CC004,COGS - Labor transaction
